STATE,COUNTY,POID,eco_mid_sum,eco_end_sum,hhc_mid_sum,hhc_end_sum,hhnc_mid_sum,hhnc_end_sum
3,23,4001,,,,,,
3,23,5001,0.00410603020196,0.00205301510098,5.15375982881e-13,5.92682380313e-12,8.87043630207e-11,2.39501780156e-10
4,50,7001,8.87524747737,4.43762373868,6.36223764498e-09,7.31657329172e-08,1.35475743765e-07,3.65784508165e-07
